STN   ,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,   SLP,  ,   STP,  ,   VISIB,  ,   WDSP,  ,  MXSPD,   GUST,     MAX,     MIN,  PRCP, SNDP,FRSHTT,
723150,03812, 20001009,   40.1,24,   24.4,24,1026.4,24,9999.9, 0,     9.9,24,   14.0,24,   22.9,   30.9,   48.0 ,   35.1 , 0.00I,999.9,000000,
723150,03812, 20001010,   44.2,24,   24.8,24,1026.3,24,9999.9, 0,     9.9,24,   10.0,24,   15.0,   20.0,   61.0 ,   34.0 , 0.00I,999.9,000000,
723150,03812, 20001011,   48.5,24,   26.8,24,1027.0,24,9999.9, 0,     9.9,24,    9.0,24,   15.0,   19.0,   68.0 ,   34.0 , 0.00I,999.9,000000,
723150,03812, 20001012,   49.6,24,   32.5,24,1028.5,24,9999.9, 0,     9.9,24,    3.2,24,    8.9,  999.9,   72.0 ,   30.0 , 0.00I,999.9,000000,
723150,03812, 20001013,   50.8,24,   36.3,24,1027.8,24,9999.9, 0,     9.9,24,    1.8,24,    7.0,  999.9,   77.0 ,   30.0 , 0.00I,999.9,000000,
723150,03812, 20001014,   52.9,24,   37.4,24,1025.0,24,9999.9, 0,     9.9,24,    4.0,24,   11.1,  999.9,   77.0 ,   30.9 , 0.00I,999.9,000000,
723150,03812, 20001015,   52.7,24,   38.0,24,1022.2,24,9999.9, 0,     9.9,24,    3.7,24,   11.1,  999.9,   75.9 ,   33.1 , 0.00I,999.9,000000,
723150,03812, 20001016,   54.3,24,   40.4,24,1020.7,24,9999.9, 0,     9.5,24,    2.1,24,    8.9,  999.9,   77.0 ,   34.0 , 0.00I,999.9,100000,
723150,03812, 20001017,   56.6,24,   46.9,24,1019.8,24,9999.9, 0,     9.3,24,    1.6,24,    7.0,  999.9,   77.0 ,   35.1 , 0.00I,999.9,100000,
723150,03812, 20001018,   59.9,24,   50.7,24,1019.1,24,9999.9, 0,     9.1,24,    4.8,24,   15.0,   20.0,   75.0 ,   43.0 , 0.00I,999.9,000000,
723150,03812, 20001019,   57.9,24,   44.0,24,1021.6,24,9999.9, 0,     9.1,24,    4.9,24,   15.0,  999.9,   73.0 ,   44.1 , 0.00I,999.9,100000,
723150,03812, 20001020,   52.9,24,   46.9,24,1024.7,24,9999.9, 0,     7.4,24,    2.5,24,    8.9,  999.9,   71.1 ,   41.0 , 0.00I,999.9,100000,
723150,03812, 20001021,   60.0,24,   53.4,24,1023.5,20,9999.9, 0,     3.9,24,    1.8,23,    7.0,  999.9,   75.0 ,   41.0 , 0.00I,999.9,100000,
723150,03812, 20001022,   61.7,24,   54.3,24,1026.7,21,9999.9, 0,     5.0,24,    1.2,24,    8.9,  999.9,   75.9 ,   50.0 , 0.00I,999.9,100000,
723150,03812, 20001023,   59.9,24,   54.2,24,1031.9,24,9999.9, 0,     4.8,24,    1.9,24,    8.0,  999.9,   75.9 ,   48.0 , 0.00I,999.9,100000,
723150,03812, 20001024,   59.6,24,   52.6,24,1030.0,24,9999.9, 0,     6.6,24,    3.8,24,   13.0,   18.1,   75.9 ,   46.9 , 0.00I,999.9,100000,
723150,03812, 20001025,   60.2,24,   55.5,24,1024.7,22,9999.9, 0,     4.9,24,    1.3,24,    8.9,  999.9,   75.9 ,   46.9 , 0.00I,999.9,100000,
723150,03812, 20001026,   60.1,24,   55.4,24,1023.2,23,9999.9, 0,     3.7,24,    1.4,24,    5.1,  999.9,   70.0 ,   53.1 , 0.00I,999.9,100000,
723150,03812, 20001027,   61.0,24,   53.3,24,1020.7,21,9999.9, 0,     5.1,24,    4.7,24,   18.1,   21.0,   75.2*,   44.6*, 0.00I,999.9,100000,
723150,03812, 20001028,   64.1,24,   51.9,24,1019.7,24,9999.9, 0,     7.0,24,    5.1,24,   14.0,   21.0,   75.0 ,   45.0 , 0.00I,999.9,100000,
723150,03812, 20001029,   56.8,24,   43.8,24,1022.9,24,9999.9, 0,     8.8,24,    4.3,24,   12.0,  999.9,   75.0 ,   41.0 , 0.00I,999.9,100000,
723150,03812, 20001030,   52.7,24,   29.0,24,1022.9,24,9999.9, 0,     9.9,24,    4.3,24,   11.1,   16.9,   75.0 ,   34.0 , 0.00I,999.9,000000,
723150,03812, 20001031,   51.1,24,   26.2,24,1022.7,24,9999.9, 0,    10.0,24,    4.1,24,   12.0,   15.9,   75.0 ,   30.0 , 0.00I,999.9,000000,
723150,03812, 20001101,   53.6,24,   30.1,24,1021.7,24,9999.9, 0,     9.9,24,    2.9,24,    8.0,  999.9,   75.9 ,   30.0 , 0.00I,999.9,000000,
723150,03812, 20001102,   54.9,24,   43.3,24,1021.4,24,9999.9, 0,     8.1,24,    3.1,24,   12.0,   16.9,   77.0 ,   34.0 , 0.00I,999.9,100000,
723150,03812, 20001103,   59.3,24,   51.8,24,1021.4,23,9999.9, 0,     4.2,24,    3.3,24,   10.1,  999.9,   77.0 ,   37.0 , 0.00I,999.9,100000,
723150,03812, 20001104,   56.6,24,   53.6,24,1018.0,21,9999.9, 0,     3.6,24,    2.9,24,    6.0,  999.9,   75.9 ,   44.1 , 0.27A,999.9,110000,
723150,03812, 20001105,   54.6,24,   43.0,24,1014.9,24,9999.9, 0,     7.2,24,    6.3,24,   11.1,   15.9,   64.9 ,   43.0 , 0.01A,999.9,110000,
723150,03812, 20001106,   47.2,24,   40.0,24,1016.9,24,9999.9, 0,     9.9,24,    3.3,24,   11.1,   15.9,   64.0 ,   35.1 , 0.00I,999.9,000000,
723150,03812, 20001107,   53.6,24,   51.2,24,1017.3,22,9999.9, 0,     4.1,24,    4.4,24,    8.9,  999.9,   61.0 ,   35.1 , 0.07G,999.9,110000,
723150,03812, 20001108,   61.8,24,   59.3,24,1016.5,22,9999.9, 0,     4.0,24,    3.9,24,   11.1,   19.0,   73.0 ,   48.9 , 0.06G,999.9,110000,
723150,03812, 20001109,   62.7,24,   61.4,24,1009.4,20,9999.9, 0,     4.7,24,    8.2,24,   25.1,   32.1,   73.0 ,   57.9 , 0.39G,999.9,110000,
723150,03812, 20001110,   48.9,24,   42.4,24,1009.2,22,9999.9, 0,     9.6,24,   13.0,24,   20.0,   28.9,   66.0 ,   42.1 , 1.90G,999.9,110000,
723150,03812, 20001111,   42.6,24,   30.1,24,1018.1,24,9999.9, 0,     9.9,24,   14.9,24,   22.0,   28.9,   57.9*,   33.8*, 0.00G,999.9,000000,
723150,03812, 20001112,   42.5,24,   33.0,24,1018.2,24,9999.9, 0,     8.8,24,    2.7,24,    8.0,  999.9,   61.0 ,   28.0 , 0.00I,999.9,100000,
723150,03812, 20001113,   41.6,20,   35.7,20,1016.3,20,9999.9, 0,     8.5,20,    2.4,20,   12.0,   15.0,   61.0 ,   28.0 , 0.04A,999.9,100000,
723150,03812, 20001114,   46.7,24,   35.8,24,1013.9,19,9999.9, 0,     9.7,24,   11.8,24,   17.1,   28.9,   57.9 ,   30.9 , 0.00H,999.9,010000,
723150,03812, 20001115,   38.2,24,   24.2,24,1018.1,24,9999.9, 0,     9.9,24,   10.0,24,   14.0,   20.0,   50.0 ,   30.9 , 0.00I,999.9,000000,
723150,03812, 20001116,   36.8,24,   31.6,24,1017.7,24,9999.9, 0,     9.2,24,    1.8,24,    8.9,  999.9,   48.9 ,   28.0 , 0.02B,999.9,110000,
723150,03812, 20001117,   43.8,24,   37.0,24,1013.3,22,9999.9, 0,     8.3,24,    9.2,24,   15.0,   21.0,   48.0 ,   28.0 , 0.05G,999.9,110000,
723150,03812, 20001118,   32.0,24,   23.1,24,1021.8,24,9999.9, 0,     9.9,24,    6.9,24,   15.9,  999.9,   48.0 ,   26.1 , 0.00G,999.9,000000,
723150,03812, 20001119,   34.2,24,   24.6,24,1020.5,21,9999.9, 0,     6.9,24,    5.3,24,   12.0,  999.9,   37.0 ,   26.1 , 0.20D,999.9,101000,
723150,03812, 20001120,   35.0,24,   26.5,24,1019.5,22,9999.9, 0,     7.0,24,    4.9,24,   14.0,   22.0,   50.0 ,   26.1 , 0.00I,999.9,100000,
723150,03812, 20001121,   29.1,24,   10.3,24,1022.5,24,9999.9, 0,     9.9,24,   10.1,24,   15.0,   22.0,   50.0 ,   24.1 , 0.00I,999.9,000000,
723150,03812, 20001122,   28.9,24,    9.9,24,1026.2,24,9999.9, 0,     9.9,24,    7.2,24,   13.0,   18.1,   46.9 ,   19.0 , 0.00A,999.9,000000,
723150,03812, 20001123,   38.3,24,   26.8,24,1024.0,24,9999.9, 0,     9.9,24,    3.2,24,   11.1,  999.9,   51.1 ,   19.0 , 0.00I,999.9,000000,
723150,03812, 20001124,   38.8,24,   33.1,24,1024.0,24,9999.9, 0,     9.3,24,    2.6,24,    8.9,  999.9,   51.1 ,   28.0 , 0.00H,999.9,110000,
723150,03812, 20001125,   39.7,24,   38.3,24,1018.2,20,9999.9, 0,     3.0,24,    5.7,24,   10.1,  999.9,   46.9 ,   32.0 , 0.78G,999.9,110000,
723150,03812, 20001126,   45.7,24,   42.1,24,1011.2,19,9999.9, 0,     6.4,24,    3.8,24,   11.1,   16.9,   53.1 ,   37.0 , 0.48G,999.9,110000,
723150,03812, 20001127,   42.4,24,   32.5,24,1013.4,24,9999.9, 0,     9.9,24,    5.6,24,   11.1,   19.0,   54.0 ,   30.0 , 0.00G,999.9,000000,
723150,03812, 20001128,   41.1,24,   26.0,24,1018.3,24,9999.9, 0,     9.9,24,    4.4,24,   11.1,  999.9,   57.0 ,   27.0 , 0.00I,999.9,000000,
723150,03812, 20001129,   40.6,24,   31.5,24,1020.3,24,9999.9, 0,     9.9,24,    2.6,24,   10.1,  999.9,   57.0 ,   27.0 , 0.00B,999.9,000000,
723150,03812, 20001130,   39.5,23,   21.0,23,1020.7,23,9999.9, 0,     9.9,23,   10.2,23,   15.0,   23.9,   55.9 ,   30.9 , 0.00I,999.9,000000,
723150,03812, 20001201,   33.7,24,   23.8,24,1024.3,24,9999.9, 0,     9.2,24,    4.2,24,   10.1,  999.9,   48.0*,   21.9*, 0.00I,999.9,100000,
723150,03812, 20001202,   35.7,24,   29.8,24,1024.3,23,9999.9, 0,     9.2,24,    2.6,24,   10.1,  999.9,   48.9 ,   21.9 , 0.00H,999.9,001000,
723150,03812, 20001203,   31.2,24,   28.8,24,1027.5,20,9999.9, 0,     4.9,24,    4.8,23,    8.0,  999.9,   41.0 ,   25.0 , 0.05G,999.9,101000,
723150,03812, 20001204,   28.4,24,   22.2,24,1030.1,21,9999.9, 0,     6.3,24,    2.5,24,    8.0,  999.9,   42.1 ,   19.0 , 0.14G,999.9,100000,
723150,03812, 20001205,   29.8,24,   23.4,24,1024.4,24,9999.9, 0,     9.3,24,    6.4,24,   15.9,   22.0,   43.0 ,   18.0 , 0.00G,999.9,100000,
723150,03812, 20001206,   29.8,24,   23.6,24,1021.5,24,9999.9, 0,     9.7,24,    5.2,24,   10.1,  999.9,   43.0 ,   18.0 , 0.00I,999.9,000000,
723150,03812, 20001207,   34.9,24,   23.7,24,1016.3,24,9999.9, 0,     9.9,24,    5.7,24,   10.1,  999.9,   48.0 ,   23.0 , 0.00I,999.9,000000,
723150,03812, 20001208,   36.4,24,   25.1,24,1017.2,24,9999.9, 0,     9.7,24,    3.7,24,   11.1,   16.9,   55.0 ,   24.1 , 0.00I,999.9,000000,
723150,03812, 20001209,   37.7,24,   29.2,24,1023.2,24,9999.9, 0,     9.3,24,    4.7,24,   10.1,  999.9,   55.0 ,   24.1 , 0.00I,999.9,100000,
723150,03812, 20001210,   39.2,24,   30.7,24,1023.5,24,9999.9, 0,     8.9,24,    4.7,24,    8.0,  999.9,   48.0 ,   27.0 , 0.00H,999.9,110000,
723150,03812, 20001211,   39.7,24,   37.2,24,1019.6,20,9999.9, 0,     3.9,24,    4.0,23,   15.9,   21.0,   54.0*,   33.8*, 0.00I,999.9,100000,
723150,03812, 20001212,   40.5,24,   30.8,24,1017.6,24,9999.9, 0,     8.5,24,   10.6,24,   19.0,   25.1,   54.0 ,   30.0 , 0.00H,999.9,110000,
723150,03812, 20001213,   28.5,24,   16.9,24,1031.1,22,9999.9, 0,     9.0,24,    6.6,24,   12.0,  999.9,   34.0*,   24.8*, 0.08A,999.9,110000,
723150,03812, 20001214,   37.7,24,   35.8,24,1024.8,21,9999.9, 0,     4.8,24,    7.4,24,   19.0,   23.9,   53.1 ,   23.0 , 0.27A,999.9,111000,
723150,03812, 20001215,   41.6,24,   37.4,24,1028.6,23,9999.9, 0,     7.7,24,    6.9,24,   15.0,  999.9,   53.1 ,   30.0 , 0.00I,999.9,100000,
723150,03812, 20001216,   37.8,24,   36.5,24,1021.5,23,9999.9, 0,     2.8,24,    7.0,24,   11.1,  999.9,   51.1 ,   35.1 , 0.24G,999.9,110010,
723150,03812, 20001217,   38.2,24,   31.4,24,1007.9,24,9999.9, 0,     8.4,24,   12.1,24,   20.0,   28.0,   55.9 ,   21.0 , 1.25G,999.9,111010,
723150,03812, 20001218,   25.5,24,   13.3,24,1019.9,24,9999.9, 0,     9.5,24,    7.8,24,   15.9,  999.9,   45.0*,   15.8*, 0.01G,999.9,100000,
723150,03812, 20001219,   31.0,24,   21.7,24,1012.1,20,9999.9, 0,     6.7,24,    7.2,24,   20.0,   25.1,   46.0 ,   16.0 , 0.09G,999.9,101000,
723150,03812, 20001220,   17.8,24,    7.2,24,1019.7,21,9999.9, 0,     8.1,24,   11.7,24,   18.1,   27.0,   37.0 ,    9.0 , 0.03G,999.9,001000,
723150,03812, 20001221,   26.4,24,   14.7,24,1022.7,24,9999.9, 0,     9.9,24,    4.5,24,    8.0,  999.9,   37.9 ,    9.0 , 0.00G,999.9,000000,
723150,03812, 20001222,   25.6,24,   14.7,24,1022.6,21,9999.9, 0,     9.9,24,   10.7,24,   18.1,   25.1,   37.9 ,   16.0 , 0.00I,999.9,000000,
723150,03812, 20001223,   21.7,24,    5.0,24,1031.2,24,9999.9, 0,     9.9,24,    6.6,24,   12.0,  999.9,   36.0 ,   10.9 , 0.00I,999.9,000000,
723150,03812, 20001224,   32.8,24,   14.6,24,1027.9,24,9999.9, 0,     9.9,24,    6.5,24,   13.0,   16.9,   46.0 ,   10.9 , 0.00I,999.9,000000,
723150,03812, 20001225,   28.9,24,    9.9,24,1030.8,24,9999.9, 0,     9.9,24,   11.3,24,   17.1,   23.9,   46.0 ,   19.9 , 0.00I,999.9,000000,
723150,03812, 20001226,   28.9,24,   11.8,24,1032.6,24,9999.9, 0,     9.9,24,    3.1,24,    8.0,  999.9,   37.9 ,   19.9 , 0.00I,999.9,000000,
723150,03812, 20001227,   35.6,24,   26.2,24,1023.0,24,9999.9, 0,     9.9,24,    5.1,23,    8.9,  999.9,   42.1 ,   23.0 , 0.00I,999.9,000000,
723150,03812, 20001228,   35.2,24,   29.8,24,1013.8,23,9999.9, 0,    10.0,24,    9.4,24,   15.0,   19.0,   42.1 ,   30.9 , 0.00I,999.9,000000,
723150,03812, 20001229,   28.1,24,   21.1,24,1012.2,24,9999.9, 0,     8.8,24,    2.8,24,    8.0,  999.9,   39.9 ,   17.1 , 0.00I,999.9,100000,
723150,03812, 20001230,   22.6,24,   13.0,24,1010.9,24,9999.9, 0,     9.6,24,   11.7,24,   18.1,   26.0,   39.9 ,   16.0 , 0.00H,999.9,001000,
